domain	phylum	class	order	family	genus	otu.id
OTU_324	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_324
OTU_325	d:Viridiplantae	p:Chlorophyta	NA	NA	NA	NA	OTU_325
OTU_328	d:Viridiplantae	p:Chlorophyta	c:Trebouxiophyceae	o:Trebouxiales	f:Trebouxiaceae	g:Trebouxia	OTU_328
OTU_331	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Caliciales	f:Caliciaceae	g:Buellia	OTU_331
OTU_334	d:Fungi	p:Chytridiomycota	c:Lobulomycetes	o:Lobulomycetales	NA	NA	OTU_334
OTU_337	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Apiotrichum	OTU_337
OTU_339	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	OTU_339
OTU_345	d:Viridiplantae	p:Chlorophyta	c:Trebouxiophyceae	o:Chlorellales	f:Chlorellaceae	g:Chlorella	OTU_345
OTU_346	d:Fungi	NA	NA	NA	NA	NA	OTU_346
OTU_350	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Atheliales	f:Tylosporaceae	g:Amphinema	OTU_350
OTU_353	d:Fungi	p:Mucoromycota	c:Mucoromycetes	o:Mucorales	f:Rhizopodaceae	g:Rhizopus	OTU_353
OTU_356	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Juncomyces	OTU_356
OTU_357	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	OTU_357
OTU_360	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	NA	OTU_360
OTU_363	d:Fungi	NA	NA	NA	NA	NA	OTU_363
OTU_366	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_fam_Incertae_sedis	g:Fusariella	OTU_366
OTU_367	d:Eukaryota_kgd_Incertae_sedis	NA	NA	NA	NA	NA	OTU_367
OTU_368	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Teloschistales	f:Teloschistaceae	g:Xanthoria	OTU_368
OTU_369	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	NA	NA	OTU_369
OTU_371	d:Fungi	NA	NA	NA	NA	NA	OTU_371
OTU_372	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	NA	OTU_372
OTU_374	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Psathyrella	OTU_374
OTU_375	d:Fungi	p:Basidiomycota	c:Atractiellomycetes	o:Atractiellales	f:Hoehnelomycetaceae	NA	OTU_375
OTU_377	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Lasionectria	OTU_377
OTU_379	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	f:Mortierellaceae	NA	OTU_379
OTU_381	d:Alveolata	p:Ciliophora	NA	NA	NA	NA	OTU_381
OTU_382	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Periconiaceae	g:Periconia	OTU_382
OTU_385	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	NA	NA	OTU_385
OTU_386	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	NA	NA	OTU_386
OTU_390	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Ophiocordycipitaceae	g:Purpureocillium	OTU_390
OTU_392	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Venturiales	f:Sympoventuriaceae	g:Ochroconis	OTU_392
OTU_393	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	NA	NA	OTU_393
OTU_400	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hymenogastraceae	g:Gymnopilus	OTU_400
OTU_405	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Cystobasidiales	f:Cystobasidiaceae	g:Cystobasidium	OTU_405
OTU_406	d:Fungi	p:Basidiomycota	c:Agaricomycetes	NA	NA	NA	OTU_406
OTU_409	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Cosmospora	OTU_409
OTU_410	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Tylopilus	OTU_410
OTU_412	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	OTU_412
OTU_414	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Trichosporon	OTU_414
OTU_417	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Glomerellales	f:Plectosphaerellaceae	g:Verticillium	OTU_417
OTU_418	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Cystobasidiomycetes_ord_Incertae_sedis	f:Symmetrosporaceae	g:Symmetrospora	OTU_418
OTU_419	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Strophariaceae	g:Psilocybe	OTU_419
OTU_424	d:Fungi	NA	NA	NA	NA	NA	OTU_424
OTU_425	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinopsis	OTU_425
OTU_428	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Tylopilus	OTU_428
OTU_430	d:Viridiplantae	p:Chlorophyta	c:Chlorophyceae	o:Volvocales	f:Chlamydomonadaceae	g:Chlamydomonas	OTU_430
OTU_435	d:Fungi	NA	NA	NA	NA	NA	OTU_435
OTU_440	d:Fungi	p:Ascomycota	c:Dothideomycetes	NA	NA	NA	OTU_440
OTU_441	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Piskurozymaceae	g:Solicoccozyma	OTU_441
OTU_442	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	NA	NA	OTU_442
OTU_446	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Ophiostomatales	f:Ophiostomataceae	g:Sporothrix	OTU_446
OTU_448	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	OTU_448
OTU_449	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	NA	OTU_449
OTU_450	d:Alveolata	p:Ciliophora	c:Oligohymenophorea	o:Oligohymenophorea_ord_Incertae_sedis	NA	NA	OTU_450
OTU_454	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	g:Fusarium	OTU_454
OTU_456	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	g:Curvularia	OTU_456
OTU_458	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Cordycipitaceae	NA	OTU_458
OTU_460	d:Fungi	NA	NA	NA	NA	NA	OTU_460
OTU_463	d:unidentified	NA	NA	NA	NA	NA	OTU_463
OTU_464	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Rasamsonia	OTU_464
OTU_467	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Mrakiaceae	g:Mrakia	OTU_467
OTU_468	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Onygenales	f:Gymnoascaceae	g:Leucothecium	OTU_468
OTU_470	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Atractosporales	f:Conlariaceae	g:Conlarium	OTU_470
OTU_472	d:Viridiplantae	p:Chlorophyta	c:Trebouxiophyceae	o:Trebouxiales	f:Trebouxiaceae	g:Trebouxia	OTU_472
OTU_475	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	NA	OTU_475
OTU_476	d:Viridiplantae	p:Chlorophyta	c:Trebouxiophyceae	o:Trebouxiales	f:Trebouxiaceae	g:Trebouxia	OTU_476
OTU_477	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Hymenochaetales	f:Rickenellaceae	g:Resinicium	OTU_477
OTU_478	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Stereaceae	g:Stereum	OTU_478
OTU_482	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	OTU_482
OTU_483	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Ophiostomatales	f:Ophiostomataceae	NA	OTU_483
OTU_485	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	NA	OTU_485
OTU_487	d:Fungi	NA	NA	NA	NA	NA	OTU_487
OTU_488	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricomycetes_ord_Incertae_sedis	f:Agaricomycetes_fam_Incertae_sedis	g:Xenasmatella	OTU_488
OTU_493	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	OTU_493
OTU_496	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Baeospora	OTU_496
OTU_498	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Parasola	OTU_498
OTU_501	d:unidentified	NA	NA	NA	NA	NA	OTU_501
OTU_510	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	f:Spizellomycetaceae	NA	OTU_510
OTU_517	d:Fungi	NA	NA	NA	NA	NA	OTU_517
OTU_518	d:Viridiplantae	p:Chlorophyta	c:Trebouxiophyceae	o:Chlorellales	f:Chlorellaceae	g:Meyerella	OTU_518
OTU_522	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Entylomatales	f:Entylomataceae	NA	OTU_522
OTU_526	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Schizophyllaceae	g:Schizophyllum	OTU_526
OTU_528	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Bulleribasidiaceae	g:Vishniacozyma	OTU_528
OTU_529	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Trechisporales	f:Hydnodontaceae	g:Trechispora	OTU_529
OTU_530	d:Fungi	NA	NA	NA	NA	NA	OTU_530
OTU_531	d:Viridiplantae	p:Chlorophyta	c:Trebouxiophyceae	NA	NA	NA	OTU_531
OTU_534	d:Fungi	p:Ascomycota	NA	NA	NA	NA	OTU_534
OTU_536	d:Fungi	NA	NA	NA	NA	NA	OTU_536
OTU_544	d:Fungi	p:Ascomycota	c:Sordariomycetes	NA	NA	NA	OTU_544
OTU_548	d:Alveolata	p:Ciliophora	NA	NA	NA	NA	OTU_548
OTU_552	d:Fungi	p:Basidiomycota	c:Agaricomycetes	NA	NA	NA	OTU_552
OTU_553	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	NA	NA	OTU_553
OTU_560	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	OTU_560
OTU_561	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Typhulaceae	g:Typhula	OTU_561
OTU_563	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Hymenochaetales	f:Rickenellaceae	g:Peniophorella	OTU_563
OTU_569	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	NA	OTU_569
OTU_574	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Nectriaceae	NA	OTU_574
OTU_576	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Diatrypaceae	NA	OTU_576
OTU_578	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	NA	OTU_578
OTU_579	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Chaetomium	OTU_579
OTU_582	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Psathyrella	OTU_582
OTU_583	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	OTU_583
OTU_586	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	f:Spizellomycetaceae	NA	OTU_586
OTU_595	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Mycenaceae	g:Mycena	OTU_595
OTU_597	d:Fungi	p:Basidiomycota	c:Wallemiomycetes	o:Wallemiales	f:Wallemiaceae	g:Wallemia	OTU_597
OTU_599	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae	NA	OTU_599
OTU_606	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Diatrypaceae	NA	OTU_606
OTU_616	d:Viridiplantae	p:Chlorophyta	c:Chlorophyceae	o:Chlamydomonadales	f:Chlorococcaceae	g:Spongiochloris	OTU_616
OTU_617	d:Alveolata	p:Ciliophora	c:Spirotrichea	o:Sporadotrichida	NA	NA	OTU_617
OTU_618	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	NA	OTU_618
OTU_619	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Sordariaceae	g:Sordaria	OTU_619
OTU_622	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	NA	NA	OTU_622
OTU_627	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_fam_Incertae_sedis	g:Candida	OTU_627
OTU_634	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_634
OTU_642	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_fam_Incertae_sedis	g:Trichothecium	OTU_642
OTU_644	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_644
OTU_645	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_645
OTU_652	d:Fungi	NA	NA	NA	NA	NA	OTU_652
OTU_654	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Hydnaceae	g:Sistotrema	OTU_654
OTU_656	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Trichomeriaceae	g:Knufia	OTU_656
OTU_670	d:Fungi	p:Ascomycota	c:Dothideomycetes	NA	NA	NA	OTU_670
OTU_678	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporaceae	NA	OTU_678
OTU_680	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Ostropales	NA	NA	OTU_680
OTU_681	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Leucosporidiales	f:Leucosporidiaceae	g:Leucosporidium	OTU_681
OTU_687	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_687
OTU_688	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Trichoderma	OTU_688
OTU_701	d:Fungi	p:Ascomycota	c:Sordariomycetes	NA	NA	NA	OTU_701
OTU_712	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_712
OTU_718	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_718
OTU_719	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_719
OTU_730	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Dothideales	NA	NA	OTU_730
OTU_732	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_732
OTU_734	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	NA	NA	OTU_734
OTU_741	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	OTU_741
OTU_761	d:Fungi	NA	NA	NA	NA	NA	OTU_761
OTU_764	d:Fungi	p:Basidiomycota	c:Agaricomycetes	NA	NA	NA	OTU_764
OTU_778	d:Fungi	p:Ascomycota	c:Leotiomycetes	NA	NA	NA	OTU_778
OTU_809	d:unidentified	NA	NA	NA	NA	NA	OTU_809
OTU_815	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Mycenaceae	g:Mycena	OTU_815
OTU_818	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Vanrija	OTU_818
OTU_821	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	NA	NA	OTU_821
OTU_830	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Echinoderma	OTU_830
OTU_835	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Bulleribasidiaceae	g:Dioszegia	OTU_835
OTU_841	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Bulleribasidiaceae	g:Vishniacozyma	OTU_841
OTU_844	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae	g:Exophiala	OTU_844
OTU_845	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_845
OTU_860	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Trichosphaeriales	f:Trichosphaeriaceae	g:Nigrospora	OTU_860
OTU_866	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	NA	OTU_866
OTU_869	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	NA	NA	OTU_869
OTU_870	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_870
OTU_874	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Leptosphaeriaceae	g:Leptosphaeria	OTU_874
OTU_876	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus	OTU_876
OTU_883	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_883
OTU_885	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_885
OTU_890	d:Fungi	p:Ascomycota	NA	NA	NA	NA	OTU_890
OTU_900	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Neosetophoma	OTU_900
OTU_908	d:Fungi	p:Ascomycota	c:Sordariomycetes	NA	NA	NA	OTU_908
OTU_921	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	NA	NA	OTU_921
OTU_926	d:Viridiplantae	p:Chlorophyta	c:Chlorophyceae	o:Chlamydomonadales	f:Chlorococcaceae	g:Chlorococcum	OTU_926
OTU_933	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	NA	NA	OTU_933
OTU_957	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Botryosphaeriales	f:Botryosphaeriaceae	g:Lasiodiplodia	OTU_957
OTU_978	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Xylaria	OTU_978
OTU_981	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Lophiostoma	OTU_981
OTU_999	d:Viridiplantae	p:Chlorophyta	c:Chlorophyceae	o:Volvocales	f:Chlamydomonadaceae	g:Chlamydomonas	OTU_999
OTU_1003	d:Fungi	NA	NA	NA	NA	NA	OTU_1003
OTU_1021	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_1021
OTU_1022	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Penicillium	OTU_1022
OTU_1030	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Sawadaea	OTU_1030
OTU_1060	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Mycosphaerellales	f:Mycosphaerellaceae	g:Zymoseptoria	OTU_1060
OTU_1065	d:Fungi	NA	NA	NA	NA	NA	OTU_1065
OTU_1075	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	NA	OTU_1075
OTU_1076	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Setophoma	OTU_1076
